IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.6.150,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.198.139,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.0.48,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.0.48,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.114.201,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.11.182,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.202.130,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.87.30,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.86.200,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.92.26,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.49.65,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.82.15,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.92.26,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.202.130,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.83.201,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.248.47,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.210.64,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.78.188,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.210.57,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.120.87,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.0.48,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.83.71,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.0.48,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.170.232,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.156.242,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,15,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,15,0.00
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.93.5,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.177.205,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.94.140,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,16,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.0.48,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.191.110,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,16,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,16,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.248.47,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.110.81,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.180.24,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.237.90,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.177.205,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.210.57,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
8.219.114.201,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.81.112,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.10.1,2095,2095,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,17,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,17,0.00
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,17,0.00
